no,row,material,form,grs,x,unit_printed,unit_grs,correction,detail
3492,entry,BAS.,37,1446.4,10,.6,144.6,,
3493,entry,BAS.,314,2892.,20,.6,144.6,,-6
3494,entry,GY.SY.,317,28930.,200,.6,144.6,,-3
3495,entry,BAS.,262,289.4,2,.7,144.7,,
3496,entry,BAS.,393,289.4,2,.7,144.7,,
3497,entry,BAS.,33,1446.9,10,.7,144.7,,
3498,entry,BK.QTZOSE,82,7237.,50,.7,144.7,,
3499,entry,ALAB.,9156,144.8,1,.8,144.8,,TARKHAN
3500,entry,BK.QTZ.,496,144.8,1,.8,144.8,,BORED XVIII
3501,entry,GY.SY.,33,723.9,5,.8,144.8,,
3502,entry,HAEM.,498,1447.7,10,.8,144.8,,phi IX. XVIII
3503,entry,BAS.,245,2896.4,20,.8,144.8,,
3503,continuation,,,3621.4,25,.8,144.8,,SEE K
3504,entry,QTZITE.,315,14484.,100,.8,144.8,,
3505,entry,ALAB.,314,48.3,1/3,.9,144.9,,
3506,entry,SERP.,23,144.9,1,.9,144.9,,
3507,entry,BAS.,315,289.8,2,.9,144.9,,
3508,entry,GY.QTZOSE,265,289.8,2,.9,144.9,,
3509,entry,BAS.,324,289.9,2,.9,144.9,,
3510,entry,BK.QTZ,879,724.8,5,.9,144.9,,XXIII
3511,entry,BK.QTZOSE,702,1449.0,10,.9,144.9,,V
3512,entry,QTZITE,82,14489.,100,.9,144.9,,
3513,entry,GY.QTZOSE,352,72450.,500,.9,144.9,,-20
3514,entry,GN.LIM.,265,72.5,1/2,145.0,145.0,,
3515,entry,RED HAEM.,81,290.0,2,.0,145.0,,XVIII
3516,entry,BAS.,397,290.1,2,.0,145.0,,MEM.GLASS
3517,entry,BAS.,10,2899.6,20,.0,145.0,,
3518,entry,LIM.,57,58000.,400,145.0,145.0,,KAHUN XII -900 cartouche
3519,entry,GY.QTZOSE,264,145.1,1,.1,145.1,,
3520,entry,BAS.,346,145.1,1,.1,145.1,,
3521,entry,ALAB.,338,290.3,2,.1,145.1,,
3522,entry,BK.QTZ.,545,2902.7,20,.1,145.1,,
3523,entry,BAS.,338,48.4,1/3,.2,145.2,,
3524,entry,GY.SY.,33,48.4,1/3,.2,145.2,,
3525,entry,BAS.,328,290.4,2,.2,145.2,,
3526,entry,BAS.,202,290.4,2,.2,145.2,,
3527,entry,BK.QTZ.,369,2905.3,20,.2,145.2,,
3528,entry,BAS.,348,72600.,500,.2,145.2,,
3529,entry,BRECCIA,801,1452.6,10,.3,145.3,,MERNPTH
3529A,entry,HARD LIM.,598,1453.5,10,.3,145.3,,ZET ABYD 329
3530,entry,BAS.,33,1453.5,10,.3,145.3,,
3530,continuation,,,3632.7,25,.3,145.3,,SEE K
3531,entry,GY.SY.,823,7266.,50,.3,145.3,,
3532,entry,GY.SY.,386,145.4,1,.4,145.4,,
3533,entry,BAS.,337,726.8,5,.4,145.4,,
3534,entry,GY.SY.,262,1453.6,10,.4,145.4,,
3535,entry,GY.SY.,33,1453.7,10,.4,145.4,,
3536,entry,BK.SY.,333,1453.8,10,.4,145.4,,
3537,entry,BK.SY.,386,291.1,2,.5,145.5,,
3538,entry,ALAB.,206,291.0,2,.5,145.5,,-1.6
3539,entry,LIM.,215,291.1,2,.5,145.5,,MEM.
3540,entry,GY.MARB.,314,582.1,4,.5,145.5,,
3541,entry,ALAB.,9154,872.8,6,.5,145.5,,TARKHAN 1
3542,entry,GY.GRAN.,264,29100.,200,.5,145.5,,-8
3543,entry,GY.SY.,33,72.8,1/2,.6,145.6,,
3544,entry,BAS.,203,145.6,1,.6,145.6,,
3545,entry,HAEM.,645,727.8,5,.6,145.6,,XVIII
3546,entry,BAS.,406,728.3,5,.6,145.6,,
3547,entry,BAS.,624,1165.0,8,.6,145.6,,IIII V
3548,entry,DIORITE,727,2911.8,20,.6,145.6,,
3548,continuation,,,3641.0,25,.6,145.6,,SEE K
3549,entry,BAS.,263,7280.5,50,.6,145.6,,
3550,entry,BAS.,316,72830.,500,.6,145.6,,-50
3551,entry,GY.SY.,331,145.7,1,.7,145.7,,
3552,entry,LIM.,915,583.,4,.7,145.7,,KAHUN -1.5 XII
3553,entry,BK.QTZOSE,351,29150.,200,.7,145.7,,-5
3554,entry,BR.QTZITE,314,72860.,500,.7,145.7,,
3555,entry,BAS.,328,291.6,2,.8,145.8,,
3556,entry,BAS.,206,291.7,2,.8,145.8,,
3557,entry,BAS.,422,728.8,5,.8,145.8,,
3558,entry,BAS.,33,1457.8,10,.8,145.8,,
3559,entry,BAS.,33,1458.5,10,.8,145.8,,
3560,entry,HAEM.,493,291.8,2,.9,145.9,,XVIII
3561,entry,BAS.,324,291.8,2,.9,145.9,,
3562,entry,BAS.,442,291.9,2,.9,145.9,,
3563,entry,BAS.,429,1458.8,10,.9,145.9,,
3564,entry,BAS.,333,73.0,1/2,146.0,146.0,,
3565,entry,BAS.,323,73.0,1/2,.0,146.0,,
3566,entry,AMAZONITE,341,73.0,1/2,.0,146.0,,THEBES
3567,entry,LIM.,497,73.0,1/2,.0,146.0,,KARNAK XVIII
3568,entry,GY.STEA.,285,146.0,1,.0,146.0,,
3569,entry,BAS.,393,146.0,1,.0,146.0,,
3570,entry,BAS.,261,146.0,1,.0,146.0,,
3571,entry,GY.SY.,287,146.0,1,.0,146.0,,
3572,entry,BRECCIA,801,292.0,2,.0,146.0,,KARNAK XVIII
3573,entry,BAS.,312,292.0,2,.0,146.0,,
3574,entry,ALAB.,885,729.7,5,.0,146.0,,THEBES XVIII
3575,entry,LIM.,366,729.8,5,.0,146.0,,
3576,entry,GY.VOLC.,33,730.2,5,.0,146.0,,
3577,entry,BAS.,265,1460.,10,.0,146.0,,?K -1.2
3577,continuation,,,3651.3,25,.0,146.0,,SEE K
3578,entry,RED SY.,265,146000.,1000,.0,146.0,,
3579,entry,BAS.,271,146.1,1,.1,146.1,,
3580,entry,BAS.,446,7305.7,50,.1,146.1,,
3581,entry,RED SY.,32,14610.,100,.1,146.1,,
3582,entry,ALAB.,335,73.1,1/2,146.2,146.2,,
3583,entry,BAS.,262,146.2,1,.2,146.2,,
3584,entry,BAS.,344,292.4,2,.2,146.2,,DEFENNEH
3585,entry,BAS.,426,292.5,2,.2,146.2,,
3586,entry,MALACHITE,352,585.,4,.2,146.2,,-4.5
3587,entry,BAS.,422,730.9,5,.2,146.2,,
3588,entry,BAS.,258,731.2,5,.2,146.2,,MEM.GLASS
3589,entry,GY.SY.,426,731.1,5,.2,146.2,,
3590,entry,LIM.,397,29250.,200,.2,146.2,,-70
3591,entry,BAS.,254,146.3,1,.3,146.3,,
3592,entry,GY.STEA.,657,292.7,2,.3,146.3,,QUFT XII
3593,entry,GY.SY.,393,292.7,2,.3,146.3,,
3594,entry,BAS.,11,438.9,3,.3,146.3,,caret mark
3595,entry,BAS.,337,1463.3,10,.3,146.3,,
3596,entry,DURITE,425,2925.4,20,.3,146.3,,
3597,entry,BAS.,393,73.2,1/2,.4,146.4,,
3598,entry,GLZD QTZ.,384,73.2,1/2,.4,146.4,,
3599,entry,BAS.,126,732.2,5,.4,146.4,,QUFT
3600,entry,BAS.,338,2928.2,20,.4,146.4,,
3601,entry,BK.QTZ.,55,2928.4,20,.4,146.4,,
3602,entry,GY.SY.,642,7319.7,50,.4,146.4,,XII
3603,entry,BK.LIM.,267,732.5,5,.5,146.5,,-.5
3604,entry,BAS.,265,2930.1,20,.5,146.5,,
3605,entry,GY.SY.,392,7323.,50,.5,146.5,,
3606,entry,GY.BAS.,328,29300.,200,.5,146.5,,
3607,entry,GY.SY.,16,73.3,1/2,.6,146.6,,
3608,entry,BAS.,254,293.2,2,.6,146.6,,
3609,entry,GY.SY.,353,733.0,5,.6,146.6,,
3610,entry,BK.QTZOSE,8,3665.6,25,.6,146.6,,XXIII
3610,continuation,,,5863.,40,.6,146.6,,SEE P
3611,entry,QTZITE,364,14656.,100,.6,146.6,,
3612,entry,RED GRAN,256,73300.,500,.6,146.6,,
3613,entry,BR.HAEM.,494,146.7,1,.7,146.7,,SYRIA XVIII
3614,entry,BAS.,425,146.7,1,.7,146.7,,
3615,entry,BAS.,334,293.5,2,.7,146.7,,THEBES
3616,entry,GY.SY.,321,293.5,2,.7,146.7,,
3617,entry,GY.SY.,333,733.6,5,.7,146.7,,
3618,entry,BAS.,329,733.7,5,.7,146.7,,
3618,continuation,,,3668.5,25,.7,146.7,,SEE K
3619,entry,HAEM.,51,73.4,1/2,.8,146.8,,XVIII
3620,entry,HAEM.,368,73.4,1/2,.8,146.8,,
3621,entry,BK.JASP.,12,293.7,2,.8,146.8,,
3622,entry,BK.SY.,331,1468.1,10,.8,146.8,,
3623,entry,BAS.,422,2935.7,20,.8,146.8,,
3623,continuation,,,3670.2,25,.8,146.8,,SEE K
3624,entry,HAEM.,49,146.9,1,.9,146.9,,XVIII
3625,entry,BR.SERP.,338,146.9,1,.9,146.9,,QUFT
3626,entry,BAS.,313,293.9,2,.9,146.9,,
3627,entry,LIM.,369,1468.6,10,.9,146.9,,
3628,entry,LIM.,674,1469.0,10,.9,146.9,,
3629,entry,BR.SY.,316,2939.0,20,.9,146.9,,
3630,entry,JADE,28,49.0,1/3,147.0,147.0,,DEFENNEH
3631,entry,BAS.,262,73.5,1/2,.0,147.0,,starred
3632,entry,HAEM.,803,73.5,1/2,.0,147.0,,XVIII
3633,entry,BAS.,275,294.1,2,.0,147.0,,
3634,entry,BAS.,373,294.1,2,.0,147.0,,
3635,entry,BAS.,203,1470.4,10,.0,147.0,,
3636,entry,GY.QTZOSE,372,2939.8,20,.0,147.0,,
3637,entry,BAS.,329,7351.,50,.0,147.0,,
3638,entry,QTZITE,358,7352.,50,.0,147.0,,
3639,entry,BAS.,333,7349.,50,.0,147.0,,
3640,entry,ALAB. rude,657,58800.,400,.0,147.0,,-10
3641,entry,BAS.,315,73520.,500,.0,147.0,,-40
3642,entry,HAEM.,12,147.1,1,.1,147.1,,
3643,entry,BAS.,262,294.2,2,.1,147.1,,
3644,entry,BAS.,336,294.2,2,.1,147.1,,
3645,entry,BAS.,252,2941.4,20,.1,147.1,,
3646,entry,BAS.,33,2942.7,20,147.1,147.1,,
3647,entry,BK.QTZOSE,333,2943.0,20,.1,147.1,,
3648,entry,GY.SY.,331,73.6,1/2,.2,147.2,,
3648A,entry,GOLD,RING,147.2,1,.2,147.2,,
3649,entry,BAS.,261,147.2,1,.2,147.2,,
3650,entry,BAS.,275,735.9,5,.2,147.2,,MEM.
3651,entry,BAS.,498,1471.6,10,.2,147.2,,XVIII
3652,entry,BR.QTZITE,55,2944.3,20,.2,147.2,,
3652,continuation,,,5890.,40,.2,147.2,,SEE P
3653,entry,LIM.,262,7360.,50,.2,147.2,,
3654,entry,BAS.,33,1473.4,10,.3,147.3,,
3655,entry,BR.SY.,429,2945.2,20,.3,147.3,,
3656,entry,ALAB.,256,73.7,1/2,.4,147.4,,
3657,entry,GY.SY.,331,147.4,1,.4,147.4,,
3658,entry,HAEM.+LEAD,493,294.9,2,.4,147.4,,TARTUS XVIII
3659,entry,GY.SY.,275,294.9,2,.4,147.4,,
3660,entry,GY.SY.,369,1474.4,10,.4,147.4,,
3661,entry,BAS.,265,2948.3,20,.4,147.4,,
3661,continuation,,,5898.,40,.4,147.4,,SEE P
3662,entry,BK.QTZOSE,9,7368.,50,.4,147.4,,
3663,entry,BK.BAS.,256,29475.,200,.4,147.4,,-2
3664,entry,BAS.,428,147.5,1,.5,147.5,,
3665,entry,BAS.,344,295.0,2,.5,147.5,,
3666,entry,GY.SY.,57,737.3,5,.5,147.5,,QUFT XII
3667,entry,BAS.,387,1474.6,10,.5,147.5,,
3668,entry,BK.QTZOSE,375,14753.,100,.5,147.5,,
3669,entry,BAS.,264,49.2,1/3,.6,147.6,,
3670,entry,BAS.,328,147.6,1,.6,147.6,,
3671,entry,GY.SY.,325,1476.0,10,.6,147.6,,
3672,entry,BAS.,27,1476.2,10,.6,147.6,,
3672A,entry,LIM.,645,2214.3,15,.6,147.6,,ZET ABYD 30
3673,entry,ALAB.,653,2952.4,20,.6,147.6,,IIII KAHUN
3674,entry,ALAB.,33,295.4,2,.7,147.7,,
3675,entry,GY.BAS.,422,295.4,2,.7,147.7,,
3676,entry,BK.JASP.,698,591.0,4,.7,147.7,,V
3677,entry,HAEM.,885,738.6,5,.7,147.7,,MARATHUS
3678,entry,BAS.,350,1477.1,10,.7,147.7,,
3679,entry,BAS.,368,2954.9,20,.7,147.7,,
3679,continuation,,,3691.4,25,.7,147.7,,SEE K
3680,entry,RED SY.,261,59100.,400,.7,147.7,,
3681,entry,BAS.,338,739.2,5,.8,147.8,,
3681,continuation,,,3694.5,25,.8,147.8,,SEE K
3682,entry,HAEM.,499,295.8,2,.9,147.9,,XVIII
3683,entry,BAS.,265,295.9,2,.9,147.9,,
3684,entry,BAS.,448,295.9,2,.9,147.9,,
3685,entry,BK.SY.,285,295.9,2,.9,147.9,,
3686,entry,DIORITE,82,1479.6,10,.9,147.9,,GIZEH V
3687,entry,BK.QTZOSE,63,5918.,40,.9,147.9,,XXIII
3687A,entry,BK.QTZOSE,611,7396.,50,.9,147.9,,ZET ABYD 46
3688,entry,BAS.,331,74.0,1/2,148.0,148.0,,
3689,entry,BAS.,314,296.0,2,.0,148.0,,
3690,entry,BAS.,11,740.0,5,.0,148.0,,
3691,entry,BAS.,261,740.1,5,.0,148.0,,
3692,entry,ALAB.,406,740.2,5,.0,148.0,,
3693,entry,BAS.,285,1480.3,10,.0,148.0,,
3694,entry,BAS.,802,2959.9,20,.0,148.0,,
3694A,entry,WT.LIM.,692,2960.,20,.0,148.0,,AMENEMHAT III -500
3695,entry,GY.QTZOSE,11,148.1,1,.1,148.1,,
3696,entry,Y.BK.SERP.,263,1481.0,10,.1,148.1,,
3696,continuation,,,5926.5,40,.1,148.1,,SEE P
3697,entry,GY.BAS.,314,29620.,200,.1,148.1,,
3698,entry,GY.BAS.,271,29615.,200,.1,148.1,,-3
3699,entry,BAS.,252,74.1,1/2,.2,148.2,,
3700,entry,BK.PORPHY,8,148.2,1,.2,148.2,,
3701,entry,BK.SY.,393,148.2,1,.2,148.2,,
3702,entry,GY.SY.,327,296.5,2,.2,148.2,,
3703,entry,BAS.,202,593.2,4,.3,148.3,,
3704,entry,BAS.,338,741.7,5,148.3,148.3,,
3705,entry,GY.SY.,363,1483.0,10,.3,148.3,,
3706,entry,BAS.,446,296.8,2,.4,148.4,,
3707,entry,BAS.,331,296.9,2,.4,148.4,,
3708,entry,ALAB.,64,593.6,4,.4,148.4,,XII
3709,entry,QTZITE,356,5939.2,40,.4,148.4,,
3710,entry,GY.SY.,262,49.5,1/3,.5,148.5,,
3711,entry,BAS.,264,49.5,1/3,.5,148.5,,
3712,entry,BK.QTZOSE,611,297.0,2,.5,148.5,,XII
3713,entry,GY.SY.,263,742.8,5,.5,148.5,,-.6
3714,entry,GY.SY.,33,297.2,2,.6,148.6,,
3715,entry,BR.LIM.,373,2971.8,20,.6,148.6,,
3715,continuation,,,5946.0,40,.6,148.6,,SEE P
3716,entry,GY.SY.,315,148.7,1,.7,148.7,,
3717,entry,BAS.,328,74.4,1/2,.8,148.8,,
3718,entry,BAS.,165,74.4,1/2,.8,148.8,,
3719,entry,BAS.,285,148.8,1,.8,148.8,,MEM.
3720,entry,HAEM.,387,297.7,2,.8,148.8,,
3721,entry,BAS.,3255,1487.6,10,.8,148.8,,
3722,entry,PORPH.,MACE,2975.5,20,.8,148.8,,
3722,continuation,,,3719.4,25,.8,148.8,,SEE K
3723,entry,HAEM.,493,297.8,2,.9,148.9,,XVIII
3724,entry,BAS.,11,1489.0,10,.9,148.9,,
3725,entry,QTZITE,33,14890.,100,.9,148.9,,
3726,entry,BAS.,262,74.5,1/2,149.0,149.0,,
3726A,entry,SY.,9238,149.,1,.0,149.0,,-1.9
3727,entry,BK.SY.,21,745.1,5,.0,149.0,,
3728,entry,BAS.,,1489.8,10,.0,149.0,,
3729,entry,ALAB.,256,149000.,1000,.0,149.0,,-1400
3730,entry,BAS.,350,149.1,1,.1,149.1,,
3731,entry,GY.SY.,262,149.1,1,.1,149.1,,
3732,entry,BAS.,369,745.3,5,.1,149.1,,
3733,entry,BK.SY.,338,1491.1,10,.1,149.1,,
3734,entry,BAS.,19,7453.,50,.1,149.1,,phi IX
3735,entry,CHALCEDONY,DUCK,74.6,1/2,.2,149.2,,JERUSALEM
3736,entry,BAS.,482,298.5,2,.2,149.2,,MEM.
3737,entry,GY.SY.,312,596.7,4,.2,149.2,,
3738,entry,BAS.,258,1491.7,10,.2,149.2,,
3738,continuation,,,5967.,40,.2,149.2,,SEE P -80
3739,entry,GY.SY.,18,29850.,200,.2,149.2,,
3740,entry,BK.BAS.,346,29840.,200,.2,149.2,,
3741,entry,FLINT,9,2986.8,20,.3,149.3,,
3742,entry,BAS.,392,298.8,2,.4,149.4,,
3743,entry,GY.SY.,32,298.9,2,.4,149.4,,
3744,entry,BR.ALAB.,692,597.7,4,.4,149.4,,GEBELEYN XII
3745,entry,LIM.,344,747.?,5,.4,149.4,,
3746,entry,LIM.,642,1494.7,10,.4,149.4,,IIIIIIII -V
3747,entry,BAS.,254,2988.5,20,.4,149.4,,
3747,continuation,,,5979.,40,.4,149.4,,SEE P -90
3748,entry,BAS.,19,7470.,50,.4,149.4,,
3749,entry,RED SY.,32,59750.,400,.4,149.4,,
3750,entry,BAS.,33,149.5,1,.5,149.5,,
3751,entry,BAS.,46,149.5,1,.5,149.5,,
3752,entry,BAS.,32,598.1,4,.5,149.5,,
3753,entry,BAS.,337,747.3,5,.5,149.5,,
3754,entry,GY.QTZOSE,422,29900.,200,.5,149.5,,
3755,entry,BAS.,442,74.8,1/2,.6,149.6,,
3756,entry,BAS.,384,74.8,1/2,.6,149.6,,
3757,entry,BK.QTZOSE,125,149.6,1,.6,149.6,,
3758,entry,HAEM.,496,299.3,2,.6,149.6,,XVIII
3759,entry,GY.SY.,295,747.8,5,.6,149.6,,
3760,entry,GY.QTZOSE,55,2991.3,20,.6,149.6,,
3760,continuation,,,3740.0,25,.6,149.6,,SEE K
3761,entry,BAS.,382,2991.7,20,.6,149.6,,
3762,entry,LIM.,7,7479.,50,.6,149.6,,
3763,entry,BAS.,264,14958.,100,.6,149.6,,
3764,entry,BK.BAS.,326,29912.,200,.6,149.6,,
3765,entry,BAS.,33,49.9,1/3,149.7,149.7,,
3766,entry,BAS.,33,299.4,2,.7,149.7,,
3767,entry,GY.SY.,373,748.5,5,.7,149.7,,
3768,entry,LIM.,428,1496.8,10,.7,149.7,,
3769,entry,GY.SY.,60,5990.,40,.7,149.7,,XXIII
3770,entry,GY.QTZOSE,315,7486.3,50,.7,149.7,,
3771,entry,QTZITE,328,7487.,50,.7,149.7,,rough
3772,entry,ALAB.,384,74.9,1/2,.8,149.8,,
3773,entry,GN.SERP.,203,149.8,1,.8,149.8,,
3774,entry,BR.MARB,32,149.8,1,.8,149.8,,
3775,entry,BAS.,429,1498.2,10,.8,149.8,,
3775,continuation,,,374.5,5/2,.8,149.8,,SEE K
3776,entry,ALAB.,386,149.9,1,.9,149.9,,
3777,entry,BAS.,448,149.9,1,.9,149.9,,
3778,entry,BAS.,446,299.8,2,.9,149.9,,
3779,entry,BAS.,429,1499.5,10,.9,149.9,,
3779,continuation,,,5994.,40,.9,149.9,,SEE P
3780,entry,LIM.,342,5997.,40,.9,149.9,,
3781,entry,ALAB.,436,50.0,1/3,150.0,150.0,,
3782,entry,BAS.,356,300.0,2,.0,150.0,,
3783,entry,GY.SERP.,11,600.1,4,.0,150.0,,
3784,entry,BAS.,428,750.1,5,.0,150.0,,
3785,entry,BAS.,372,1500.2,10,.0,150.0,,
3785A,entry,GN.GLZ.,696,7500.,50,.0,150.0,,hieroglyph -230
3786,entry,GY.SY.,692,15000.,100,.0,150.0,,-40
3787,entry,BAS.,426,150.1,1,.1,150.1,,
3788,entry,BAS.,12,150.1,1,.1,150.1,,DEFENNEH
3789,entry,GY.SY.,33,300.2,2,.1,150.1,,
3790,entry,GY.QTZOSE,265,75.1,1/2,.2,150.2,,DEFENNEH
3791,entry,BK.QTZOSE,235,75.1,1/2,.2,150.2,,
3791A,entry,BAS.,31,150.2,1,.2,150.2,,MEM.
3792,entry,BAS.,333,150.2,1,.2,150.2,,
3793,entry,ALAB.,627,150.3,1,.3,150.3,,XVIII
3794,entry,BAS.,424,150.3,1,.3,150.3,,DEFENNEH
3795,entry,GY.SY.,MACE,1503.5,10,.3,150.3,,MEROE phi XVI
3796,entry,BAS.,33,1503.5,10,.3,150.3,,
3797,entry,RED SY.,245,3006.2,20,.3,150.3,,
3798,entry,ALAB.,265,75.2,1/2,.4,150.4,,
3799,entry,BAS.,263,300.8,2,.4,150.4,,
3800,entry,BAS.,33,300.8,2,.4,150.4,,
3801,entry,BAS.,338,751.8,5,.4,150.4,,
3802,entry,BAS.,372,752.0,5,.4,150.4,,MERNPTH
3803,entry,BK.JASP.,57,1503.7,10,.4,150.4,,XXIII
3804,entry,GY.SY.,311,1504.4,10,.4,150.4,,
3805,entry,GY.SY.,215,15040.,100,.4,150.4,,
3806,entry,BAS.,238,150400.,1000,.4,150.4,,-10
3807,entry,GY.SY.,262,150.5,1,.5,150.5,,
3808,entry,BAS.,213,150.5,1,.5,150.5,,
3809,entry,ALAB.,262,150.5,1,.5,150.5,,
3810,entry,BAS.,344,301.0,2,.5,150.5,,
3811,entry,BAS.,427,752.5,5,.5,150.5,,
3812,entry,ALAB.,155,3010.7,20,.5,150.5,,
3813,entry,BAS.,351,6019.,40,.5,150.5,,XXIII
3814,entry,Y.RED LIM.,498,301.2,2,.6,150.6,,QUFT XVIII
3815,entry,QTZITE,356,1506.4,10,.6,150.6,,
3816,entry,SANDSTN.,337,7529.,50,.6,150.6,,
3816A,entry,GOLD,SHELL,150.7,1,.7,150.7,,TA-AA SCARABS XXIII
3817,entry,BK.SY,197,753.7,5,.7,150.7,,
3818,entry,GY.QTZOSE,11,30150.,200,.7,150.7,,
3819,entry,BAS.,335,75.4,1/2,.8,150.8,,
3820,entry,BAS.,314,753.9,5,.8,150.8,,
3821,entry,BAS.,497,754.0,5,.8,150.8,,XVIII
3822,entry,BAS.,654,754.0,5,.8,150.8,,V
3823,entry,LIM.,375,754.0,5,.8,150.8,,
3824,entry,QTZITE,27,754.2,5,.8,150.8,,
3825,entry,GY.SILIC.,262,50.3,1/3,.9,150.9,,
3826,entry,BK.SY.,446,754.4,5,.9,150.9,,MEM.
3826,continuation,,,604.3,4,151.0,151.0,,SEE P
3827,entry,ALAB.,803,604.0,4,.0,151.0,,GEBELEYN
3828,entry,BAS.,427,302.3,2,.1,151.1,,
3828,continuation,,,3776.3,25,.1,151.1,,SEE K
3829,entry,RED SY.,314,30220.,200,.1,151.1,,rough
3830,entry,BAS.,268,75.6,1/2,.2,151.2,,
3831,entry,QTZ.CRYST.,33,75.6,1/2,.2,151.2,,
3832,entry,BK.QTZ.,373,1511.8,10,.2,151.2,,
3833,entry,RED QTZITE,558,3023.6,20,.2,151.2,,
3834,entry,GY.QTZOSE,437,3023.8,20,.2,151.2,,
3835,entry,ALAB.,483,302.6,2,.3,151.3,,XVIII
3836,entry,BAS.,165,756.3,5,.3,151.3,,
3837,entry,BK.QTZ.,DRILL CAP,3027.4,20,.3,151.3,,
3837,continuation,,,3783.5,25,.3,151.3,,SEE K
3838,entry,Y.LIM.,653,22700.,300,.3,151.3,"x: printed 300, read as 150 (22700/150 = 151.3 matches the unit column)",KAHUN -600 XI cartouche
3839,entry,BAS.,265,302.8,2,.4,151.4,,
3840,entry,BAS.,271,757.1,5,.4,151.4,,
3841,entry,SY.,364,1514.2,10,.4,151.4,,
3842,entry,GY.SY.,353,75720.,500,.4,151.4,,
3843,entry,HAEM.,1,151.5,1,.5,151.5,,
3844,entry,HAEM.,493,151.5,1,.5,151.5,,XVIII
3845,entry,FLINT,486,151.5,1,.5,151.5,,XVIII
3846,entry,RED SY.,258,6060.,40,.5,151.5,,
3847,entry,ALAB.,152,151.6,1,.6,151.6,,KAHUN
3848,entry,BAS.,265,151.7,1,.7,151.7,,
3849,entry,BAS.,425,758.6,5,.7,151.7,,
3850,entry,BK.STEA.,295,1517.0,10,.7,151.7,,
3851,entry,LIM.,465,60680.,400,.7,151.7,,rough
3852,entry,BAS.,331,303.6,2,.8,151.8,,
3853,entry,ALAB.,258,303.6,2,.8,151.8,,
3854,entry,BR.MARB.,744,303.6,2,.8,151.8,,A
3855,entry,BAS.,337,151.9,1,.9,151.9,,
3856,entry,HAEM.,494,303.9,2,.9,151.9,,TARTUS XVIII
3857,entry,BAS.,275,303.9,2,.9,151.9,,
3858,entry,GY.PORPH.,10,759.5,5,.9,151.9,,
3859,entry,BAS.,426,3038.4,20,.9,151.9,,
3860,entry,BAS.,263,3039.3,20,.9,151.9,,
3861,entry,BAS.,238,6078.,40,.9,151.9,,
3862,entry,BAS.,11,607.9,4,152.0,152.0,,
3863,entry,RED SY.,33,30400.,200,.0,152.0,,
3864,entry,GY.SY.,323,30402.,200,.0,152.0,,
3865,entry,ALAB.,313,304.2,2,.1,152.1,,
3866,entry,GY.SY.,33,76.1,1/2,.2,152.2,,
3867,entry,BAS.,331,152.2,1,.2,152.2,,
3867A,entry,ALAB.,4952,913.0,6,.2,152.2,,
3867A,continuation,,,608.7,4,.2,152.2,,SEE P
3868,entry,GY.STEA.,653,1522.,10,.2,152.2,,-4 V
3869,entry,GY.SY.,33,76100.,500,.2,152.2,,
3870,entry,SERP.,65,1522.7,10,.3,152.3,,-4.4 XI
3870,continuation,,,6093.,40,.3,152.3,,SEE P
3871,entry,GY.SY.,33,50.8,1/3,.4,152.4,,
3872,entry,GY.SY.,191,6097.,40,.4,152.4,,
3872A,entry,SANDSTN,605,3050.,2,.5,152.5,"grs: printed 3050., read as 305.0 (305.0/2 = 152.5 matches the unit column)",DEN ABYD 2A
3873,entry,BAS.,395,305.1,2,.5,152.5,,
3874,entry,GY.SY.,334,76272.,500,.5,152.5,,
3875,entry,RED SY.,12,6121.,40,153.0,153.0,,
3876,entry,Y.LIM. LEAD PLUG,803,6140.,40,.5,153.5,,HELIOPOLIS -140
